Unnamed: 0,variance
FBXO17,1.1347966
C16orf58,1.1347734
NDUFA3,1.1346962
LRP10,1.1346467
RIMS3,1.1346366
FTSJ3,1.1345667
AMN1,1.1345354
HOXB6,1.1345184
KCNJ12,1.1345046
GCSAML,1.1344821
TSC22D2,1.1344775
CSGALNACT1,1.1344298
ILK,1.1344126
RHOBTB1,1.1343708
DSTNP3,1.134365
H2AFX,1.134364
PPT1,1.1343536
HEYL,1.1343148
CAPN1,1.1342932
CDR2L,1.1342827
NUP205,1.1342436
VN1R2,1.1342294
CLSTN3,1.1340852
TIMP3,1.134029
LINC00189,1.1339744
CCNYL1,1.1339672
TM7SF2,1.133946
ZNF420,1.133943
TMEM181,1.133938
ATG9A,1.1339256
TMEM131,1.133847
B4GALNT4,1.1338094
EIF4EBP2,1.1337898
IBTK,1.1337811
PHF13,1.1337378
HIATL1,1.1337231
MAP1LC3A,1.1336989
SENP5,1.1336817
HNRNPUL1,1.1336576
PRPF4,1.1336097
TMEM14C,1.1335926
CDKN2AIP,1.1334807
NPY5R,1.1334773
ORC6,1.1334397
GNRH1,1.1334243
PTCHD1,1.1333904
RIN1,1.1333447
ZNF514,1.1331124
MAPK13,1.1331083
MCM10,1.1331009
PPP2CA,1.1330225
CDH24,1.133003
NREP,1.13299
GJB7,1.1329814
TDO2,1.1329751
CCT6P2,1.132959
POPDC3,1.1329231
OCIAD2,1.1329173
MRPL15,1.1329097
KIF4A,1.1328373
ZNF134,1.1327986
PPP1R13L,1.1327837
HSPB8,1.1327598
SH3BP2,1.132735
CCND3,1.1327169
WDR54,1.1326929
RAD21L1,1.132675
SLAIN2,1.1326135
TRNAV33P,1.1326027
SLC48A1,1.1325836
C22orf29,1.1325775
ADCY7,1.13257
RAPGEF1,1.1325192
VPS51,1.1325053
PNMA1,1.1324785
TCF25,1.1324726
CST2,1.1324552
EIF2B2,1.1324468
ZNF428,1.1324382
PSG1,1.132402
SLC5A6,1.1323773
SLC9A3R2,1.1323744
CAMK2N2,1.1323594
AFAP1L1,1.1323562
PON3,1.1323388
NPR3,1.1322259
PLRG1,1.1321614
CBR1,1.1321597
SPATC1L,1.1321492
LZTR1,1.1321301
ZFP57,1.1320465
GLTP,1.1320083
PALM,1.1319549
ZNF251,1.1319537
ULK2,1.1318954
MEOX2,1.1318644
CASC3,1.1318325
MTMR12,1.1318042
LYNX1,1.1317906
U2SURP,1.131786
TXLNA,1.1317788
AMFR,1.13173
TSACC,1.1316485
TESK1,1.1316266
SLC1A5,1.1314228
TRIM48,1.1313949
PLEKHG1,1.1313597
PFKL,1.1313251
AUP1,1.1312964
STK32B,1.1312538
PSMG3,1.1311449
ANK1,1.1310971
IFI27L1,1.1310726
GGACT,1.1309631
FGF5,1.1309383
RPF1,1.1309327
PAPD5,1.1308407
JAKMIP3,1.1308401
C10orf25,1.1307433
PDE8B,1.130705
PBX1,1.130666
LGI3,1.1306148
KRT18P9,1.1306077
MAFK,1.130555
RPL5P34,1.1304625
GPX2,1.1304493
HSD17B14,1.1304134
BCAS2,1.1304103
GPRASP2,1.1303726
ZNF217,1.130358
VDAC1P1,1.1303543
CXCL1,1.1303076
KIRREL,1.1302903
TAF13,1.1302849
BCKDK,1.1302768
ZNFX1,1.130265
FZD7,1.1302589
GOLGA8A,1.1302333
LRRC59,1.1301433
BABAM1,1.1301403
PDK4,1.1301022
POSTN,1.1300716
LAMA4,1.1300224
ZMYND12,1.1300049
RGS11,1.129977
GCKR,1.129939
SEC23A,1.1298683
CCDC84,1.1298484
EIF4BP7,1.1298385
MEG3,1.1298347
MYPOP,1.1297755
CCT2,1.1297727
ATP5G2,1.1297534
RPL7P32,1.1297363
TUSC3,1.129682
ASPH,1.1296302
CORO2B,1.1295221
ADM5,1.129513
CSH2,1.1294963
PEX16,1.1294597
ZDHHC7,1.1294459
MSRB1,1.1294273
NDUFA11,1.1294197
PBX3,1.1294168
HIST1H3B,1.1294076
SHARPIN,1.1293778
POU4F1,1.1293379
TIAM2,1.1293261
SLC29A3,1.1293068
DCLRE1A,1.1292692
BHLHB9,1.1292384
SMOC1,1.1292123
TMEM59,1.1291772
CLDND2,1.1291517
LTN1,1.1291366
AGPAT2,1.1290768
SEPT9,1.12903
TMEM102,1.128969
POP7,1.1289607
PLXNA1,1.1289536
SMAD7,1.1289508
RAD52,1.1288979
MSL3P1,1.128867
SRGAP2B,1.1287559
C14orf23,1.1287342
TPX2,1.1287277
SMIM22,1.1287082
CLIC6,1.1286932
KIAA1551,1.1286756
AHCYL1,1.1286621
DEF8,1.1286507
REEP3,1.1286236
ACSL5,1.1285806
CALCRL,1.1285769
KLB,1.128497
ZEB1,1.1284804
REEP4,1.1284721
KIAA1432,1.1284624
TNFRSF21,1.1283948
CDK9,1.1283716
FOXJ2,1.1283451
PRKRA,1.1283414
ZIC1,1.1283187
HSF2BP,1.1282929
ASS1P13,1.1282709
CASK,1.1282684
CD320,1.1282537
ZNF785,1.1282463
PER3,1.1282388
LAD1,1.1282196
NACAD,1.1281265
BEX4,1.1281071
ZNF135,1.1280978
KDR,1.1280494
LOC729887,1.1280315
RPL15P5,1.1279972
LOC729839,1.1279544
PLA2G6,1.1279488
ZNF286B,1.1279334
RRN3P3,1.1278983
SLC22A18AS,1.127885
CACNA2D3,1.1278673
RPL15,1.1278603
SYCP1,1.1278309
POLR3K,1.1277635
PRPSAP2,1.1276952
TUBA1A,1.127651
ZNF519,1.1276085
ADD1,1.1275707
RPS6KA1,1.1275457
ADAL,1.1275238
TUBGCP4,1.1275176
CD302,1.1274619
HEATR1,1.1274422
NUDT18,1.1274174
NPIPB15,1.1272863
CUTA,1.1272825
FAM120A,1.1272327
CD274,1.1271776
ALG8,1.1271579
LPXN,1.127147
GLS2,1.127135
METRN,1.1270969
EIF2D,1.1270825
MEX3B,1.1270713
TTC30A,1.1270585
OPTN,1.1270354
PLCD3,1.126992
LAMC3,1.1269492
TMBIM6,1.126843
SSSCA1,1.1268302
TOP1MT,1.1268119
SMC1A,1.126767
TMEM120A,1.1267096
HERPUD2,1.1266676
YPEL2,1.1266608
SH3RF2,1.126617
GPKOW,1.1265848
LRRC40,1.126581
PGLS,1.1265674
RNF212,1.126564
GINS4,1.1265217
NECAP2,1.126447
FADS3,1.1263602
RASSF2,1.12634
PEX2,1.1262735
CADM3,1.1262276
ZNF136,1.1262158
EGLN2,1.126199
SPRY4,1.1261642
AIMP2,1.1261626
HYLS1,1.1261443
HEATR3,1.1261183
TOX2,1.1261078
KHDC1,1.1260912
POFUT2,1.1260777
ALDH2,1.1260531
TFCP2,1.125986
NPC2,1.1259608
HMGN2P46,1.1258583
VBP1,1.1258284
C7orf31,1.1257879
EVA1A,1.1257565
LOC440792,1.1257473
CNN3,1.1257226
GCNT3,1.1257161
MAGT1,1.125703
LSM1,1.1257025
GRB7,1.1256835
CFD,1.1256722
NIPBL,1.1256632
RAB7L1,1.1256607
P4HA3,1.1256584
CCDC113,1.1256384
ZNF688,1.1256309
NAV3,1.1256162
SYT11,1.1255985
NDRG1,1.125526
PGBD1,1.1255187
POM121L9P,1.125499
AIFM1,1.1254531
ENTPD4,1.1254374
SSX2IP,1.1253697
APOO,1.125366
C1QTNF9B,1.1253612
KATNB1,1.1253445
MATN3,1.1252748
APOA1BP,1.1252722
HMGN2P15,1.125271
GCN1L1,1.1252425
MEN1,1.1252269
TPP1,1.1252156
PRR5L,1.1251682
SRXN1,1.1251677
SHMT2,1.1251369
BCL7B,1.1250981
IGFL1,1.1250948
FBXL13,1.1250794
DENND2C,1.1250752
FRMD6,1.1250488
PCDHB17,1.1250157
APOL6,1.1250039
DTX4,1.1249855
DHRS1,1.1249429
FGD1,1.1248608
ZNF404,1.1248497
UAP1L1,1.1248435
HIAT1,1.124804
LEPROTL1,1.1247051
TNFRSF19,1.1246946
AARSD1,1.124665
DDB1,1.1246533
SFRP1,1.1245883
DCTN3,1.1245837
SLC9A1,1.124537
SERPINA3,1.1245168
CHGB,1.1244862
LINC00937,1.1244859
RECQL,1.1243709
TMEM246,1.1243536
HINT3,1.1243405
MAP3K14,1.1243308
STAG3L1,1.1243035
PSG2,1.1242712
EDA2R,1.1242137
ARPC1B,1.1241544
MOSPD3,1.1241276
DPY19L2P4,1.12405
FOXI1,1.1238835
HEXIM1,1.1238796
HDGF,1.1238307
FYTTD1,1.1238087
DPP10,1.1238054
RSC1A1,1.1237385
LMO7,1.1237041
GINS3,1.123694
ZNF534,1.1235818
CYP27C1,1.123574
NPRL3,1.1235095
KLHDC10,1.123497
CD81,1.1234783
CUL4B,1.1234231
NUP188,1.1234149
DNAJC8P1,1.1233349
MESTP4,1.1233041
SEMA6B,1.1233037
SLC17A9,1.1232495
TMTC3,1.1232146
RRP36,1.1231961
RRP7A,1.1231952
HDAC5,1.1231939
POP1,1.1231936
P4HB,1.1231778
IER5L,1.123143
XAB2,1.1231021
CEBPG,1.1230742
BRAT1,1.1230475
ELOVL2,1.1230353
WDR74,1.12303
MTFP1,1.1229949
FOXD1,1.122989
SLC25A5P7,1.1229595
PLD6,1.1229191
DNAJB1,1.1229093
EMC6,1.1228317
BCORL1,1.1228203
NOP2,1.1227931
FLT3LG,1.1227658
RANBP17,1.1227154
ST6GALNAC6,1.1226889
EBNA1BP2,1.122675
EPB41L4A-AS1,1.122675
ZNF845,1.1226708
ELF3,1.1226571
NRBP1,1.1226393
PURG,1.1226372
CDC42EP2,1.1226009
SPDL1,1.1225895
COL11A1,1.1225883
PGBD5,1.1225698
SAPCD2,1.1225632
HOXA3,1.1225524
CCDC86,1.122493
IER5,1.1223845
SYAP1,1.1223845
ATAD3A,1.122375
TXNDC12,1.1223428
FTH1P2,1.122318
IL8,1.1222951
KIFAP3,1.122286
SMAD9,1.1222274
LOC646197,1.1222085
MICU1,1.1221843
LOC347097,1.1221528
ST8SIA5,1.1221421
EIF2S2P4,1.1221256
PSMA4,1.1220515
ATP2C1,1.1220481
NIPSNAP3A,1.1220455
TIE1,1.122023
GTF3C3,1.1219915
TRIM47,1.121958
MSL3,1.121954
MPL,1.1219196
PROSP,1.1219176
FAM76A,1.1219071
ELFN1,1.1218005
UTP20,1.1217262
ST13P3,1.1215692
SLC35E1,1.1215687
AGT,1.1215681
FAM63B,1.1214956
TMEM88,1.1214924
DAGLB,1.1214607
PALLD,1.1214122
SNX13,1.1213856
LASP1,1.1213613
CKLF,1.1213574
WNT3,1.1213422
COX7B,1.1213086
CERS1,1.1212784
A4GALT,1.121263
CTHRC1,1.1212409
SEPHS2,1.121212
SHROOM4,1.121176
CNTD2,1.1211654
HNRNPH2,1.1211438
CKS1BP7,1.1211302
ATRNL1,1.1210358
ATG9B,1.1210128
IL15,1.1210029
E2F8,1.1209395
PYCARD,1.1209191
AK5,1.1208854
SPIN4,1.1208736
NAPG,1.1208647
TMEM86B,1.1207962
RNLS,1.1207758
NINJ1,1.120747
SIRT7,1.1206982
IL1B,1.1206957
PTEN,1.1206231
TEX2,1.1205083
WDR37,1.1204956
MARCH3,1.1204857
DCAF10,1.1204642
UBL4A,1.1204003
TAF7,1.1203982
MOB3A,1.120393
SLC51B,1.1203877
HNRNPLL,1.1203791
PGAM1,1.1203588
CBX5,1.1203505
RFTN2,1.1203476
NAGPA,1.1203475
C8orf46,1.1203458
FBXL19,1.1203392
SPOCK2,1.1203322
RRAGA,1.1203246
GRAMD1B,1.1203196
GREB1,1.1203095
DMRTA2,1.1202751
GALNT1,1.120216
KCNIP3,1.120185
HDAC6,1.1201729
PTPN3,1.120114
ZNF383,1.1201059
ZNF669,1.1201043
NOA1,1.1200521
IKBKG,1.1200141
GLULP4,1.1200135
CDC42EP1,1.1199812
ZNF850,1.1199642
KIAA0355,1.1199453
TMEM98,1.1199247
ATP5L,1.1198996
PCCB,1.1198761
HSF1,1.1198584
ARNTL2,1.119856
FAM69B,1.1198437
DSCAML1,1.119825
CEACAM5,1.1198043
TBC1D25,1.1196913
NRCAM,1.1196684
C11orf85,1.1196114
MOGAT1,1.1195709
CDKL1,1.1195601
AP5Z1,1.1194739
ZNF793,1.119397
HCAR1,1.1193758
NUDT4P1,1.1192391
HN1L,1.1192173
CCT8,1.1192169
FRAS1,1.1191779
PEX6,1.1191657
XKR8,1.1191591
SLC35C1,1.119159
PGDP1,1.1191332
GAMT,1.1190865
CPOX,1.119053
EID2B,1.1190524
C21orf119,1.1189573
KIFC3,1.1189562
FZD6,1.1189435
FAM127B,1.1189016
MED19,1.1188227
NABP1,1.1187952
CCDC68,1.1187762
PLA2G4A,1.1187724
TMEM54,1.118767
ADARB2,1.1187394
RPL28,1.1187118
TMEM251,1.1186584
HERC4,1.1185145
HSPA12A,1.1184866
MED13,1.1184574
BNC2,1.1184543
ASPM,1.1184479
CLIC1,1.1184362
MVP,1.118346
GPBP1L1,1.1183407
ZNF70,1.118318
POLRMTP1,1.1183009
AGO1,1.1182991
ACTBP1,1.1182868
SNRPN,1.1182435
CAPNS1,1.1182376
TMEM141,1.1182235
RNF14,1.1181449
HPCAL1,1.1180975
TNFRSF1A,1.1180683
YWHAZP3,1.1180184
SF3B3,1.1180079
PTGR2,1.1180023
ZNF431,1.1179796
C5orf51,1.1179746
FAM230A,1.1179616
EXTL3,1.1177984
CRAT,1.1177937
VPS26A,1.1177539
PLOD3,1.1177026
SDAD1,1.1176902
TLR3,1.1176485
GALNT5,1.1175765
MSMO1,1.1175004
SERBP1P1,1.1174926
WDR45P,1.1174492
MRPL49,1.117403
BSDC1,1.117333
AFG3L2P1,1.1172729
CHCHD2P6,1.1172433
IL33,1.1172358
SOCS2,1.1172217
ABLIM3,1.117162
NHLRC2,1.1171594
HBE1,1.1170655
SEMA3A,1.1170129
PAK1IP1,1.1169758
HSPA13,1.1169722
NR5A2,1.1169512
NRP2,1.1169457
GCNT2,1.1168995
UBA1,1.1168379
NAB2,1.1167864
MAP7D2,1.1167799
ASCC2,1.1167442
IL15RA,1.1167232
PSMD7,1.1165407
TOR1B,1.1165326
SLIT3,1.1165283
AP1S1,1.1165179
GUCD1,1.1164781
DNAJC10,1.1164602
MALAT1,1.1164072
HDGFRP3,1.1163934
SLCO1C1,1.1163706
JRK,1.1163609
HJURP,1.1163528
ZDHHC24,1.1163012
AGL,1.1162819
FKBP1B,1.1162657
PIN4P1,1.1162598
PLEKHJ1,1.1162277
MIF4GD,1.1162167
NFKBIE,1.116181
ZIC2,1.1161749
WDR17,1.1161503
RPL26P30,1.1161265
FAM109B,1.1161124
ATP5D,1.1160797
SERTAD4-AS1,1.1160161
PBK,1.1159312
TLDC1,1.1159056
FANCF,1.1159004
LOC646665,1.1158779
RIOK3,1.1158521
TSPAN33,1.1158407
DIP2B,1.1158067
PIGK,1.1157674
KLF11,1.1157367
SEPHS1P1,1.1157106
LPAR1,1.1157014
LRRC47,1.1156927
OR7E109P,1.1156906
CD68,1.115684
MRPS9,1.1156697
CMTM6,1.1156442
LIF,1.115618
RNF207,1.1155347
MLLT1,1.1154861
TNIP3,1.11544
RAB3C,1.1153961
SURF2,1.1153783
B3GALT5,1.1153551
OAS3,1.1153361
PRKAB2,1.1152822
LGALS3BP,1.11526
RNASET2,1.1152207
FTH1P11,1.1152191
AIM1,1.1151634
PHKA1,1.115047
MAL2,1.1150444
ASB5,1.1150304
GPER,1.1150136
ELOVL7,1.1149952
KRT8P26,1.1149867
KCNN4,1.1149791
PDXP,1.1149448
LOC646626,1.1149323
PIGN,1.1149193
ACTR3C,1.1149024
PTGES,1.1148963
HPGD,1.114847
UBALD2,1.114845
HOXB5,1.1148287
PTCD3,1.114815
SLC35F6,1.1147826
ZNF7,1.11478
THADA,1.1147633
RUNX1T1,1.1146477
SUCO,1.1145707
TSPAN5,1.1145419
DSCR8,1.1144708
RNU7-56P,1.1144475
GSPT2,1.1144254
SPOP,1.114413
KLC2,1.1143583
EIF4G3,1.1143434
ALDH16A1,1.1143156
PTDSS2,1.1142635
C2CD4C,1.1142529
MEA1,1.1142346
LOC643562,1.1142173
VPS39,1.1141812
NEK3,1.114164
USP34,1.1141485
IFIH1,1.1140565
SLC23A1,1.114053
SRP14P1,1.1140368
PRPF31,1.1139787
TTC31,1.113928
PHTF2,1.1139259
SESN2,1.1138864
USP33,1.113873
LAMP2,1.1138616
NDUFS8,1.1138157
UGT2B27P,1.1137837
TYMS,1.1137726
KCNJ14,1.1137626
XRN1,1.11376
FIGF,1.1137503
PIGO,1.1137193
MTRF1L,1.11371
EBI3,1.1136869
KRT19,1.1136622
DYNLRB1,1.1136523
ZNF567,1.1136483
PLOD1,1.1136367
PCDHB2,1.1136203
RNF182,1.1136116
FKBP2,1.1135768
DRAM2,1.1135153
PTPLA,1.1134778
GPR144,1.1134455
NOTCH3,1.1134276
ANO10,1.1134125
HOXA-AS2,1.113375
NDUFAF7,1.1133698
GAREML,1.1133492
LOC728485,1.11331
ZNF829,1.1133068
LINC00543,1.1132876
FHOD1,1.1132728
BMP4,1.1132522
PREPL,1.1132494
ME1,1.1132042
MID2,1.1132028
STAT3,1.1131645
VPS4B,1.1131628
SLC13A3,1.1131475
USO1,1.1131381
SLCO2B1,1.113114
YY2,1.1130995
TUBA3FP,1.1130884
SLC38A1,1.1130712
NAPRT1,1.1130568
MSH2,1.1130421
RNASEL,1.1130189
FHDC1,1.1130054
HUWE1,1.1129724
SESN3,1.1129674
C19orf24,1.1129667
PKP2,1.1128963
BTBD11,1.1128446
LBX2,1.1128067
CIRH1A,1.1127502
GTF2H3,1.1126983
FAM169A,1.112626
SPECC1L,1.1125699
TMEM39B,1.1125395
ULBP2,1.1125295
CLDN6,1.1125101
EVI2B,1.1124915
BCKDHA,1.1123668
SSPN,1.1123042
COL19A1,1.1122735
USP3,1.1122292
NAA40,1.112204
ATP6AP2,1.1121781
MANEAL,1.1121744
GUCY1A2,1.1121047
B3GNT7,1.1120384
PLEKHG2,1.1120152
RTN1,1.1120028
ZNF259P1,1.1119888
CSF2RA,1.1119239
PRSS8,1.1118661
TYRL,1.1118513
SNAP25,1.1118277
LOC100129033,1.1118098
MIR4697HG,1.1118006
ST3GAL1,1.1117935
CCDC89,1.111793
FABP3,1.111744
SKIL,1.1117358
NTNG1,1.1117148
DDX3X,1.1117101
ANKRD37,1.111679
UNC13D,1.1116567
ATF7IP,1.111635
NCEH1,1.1115499
SLC24A6,1.1115291
TMEM104,1.1115161
TRIM9,1.1114993
LRRC32,1.1114843
SKA1,1.111469
LOC100128775,1.1114659
UBR3,1.1114087
SPON1,1.1113949
OSMR,1.1113597
DCTD,1.1113236
MED8,1.1113116
NACA2,1.1112695
PSMD3,1.1112669
PITPNM1,1.1112479
TCEA3,1.1112355
ZNF766,1.1112252
TTLL1,1.1111983
TSKU,1.1111816
LINC00152,1.111177
POLR3B,1.1111504
CDC27,1.1111367
POLRMT,1.1111052
IQGAP3,1.1111017
PCGF6,1.1111015
PRKX,1.1110685
MBP,1.1110327
BBS10,1.110969
DDX47,1.1109554
MCM7,1.1108581
WBSCR17,1.110853
NUTF2,1.1108104
PPIE,1.110806
CYB5R1,1.1107448
SYNJ1,1.1107159
CRELD2,1.1106786
PPP1R7,1.1106493
ADORA2B,1.1105906
RECQL5,1.1105853
OXSR1,1.1105614
ATP13A1,1.1105543
DDX50,1.1105143
HNRNPF,1.1104991
GTPBP2,1.1104703
MBTPS1,1.1104617
IPO8,1.1104338
JTB,1.1104159
GNRHR2P1,1.1103584
ZDHHC8P1,1.1103382
DERL1,1.1103293
GLTSCR2,1.1102468
ACTG1,1.1102413
FAM189A1,1.1102338
OSGEP,1.1101899
SUMF2,1.110162
AASS,1.1100963
DBNL,1.1100634
HTR2B,1.1100057
IMPA2,1.1099418
CDT1,1.1099335
PSG4,1.1098936
IRGQ,1.1098788
C21orf15,1.1098503
LRRC6,1.109844
COL15A1,1.109843
LMBRD2,1.1098398
TDP2,1.1098278
SQLE,1.1098064
GPR98,1.1097087
HMMR,1.109691
VNN2,1.1096894
HSP90AA2,1.1096117
FBXL7,1.1096041
TRAPPC5,1.1095883
C10orf68,1.1094717
ADSSL1,1.1094657
BLMH,1.1093694
CLPTM1L,1.1092559
DCTPP1,1.1092137
SLC44A5,1.1091932
AMH,1.1091752
MGAT3,1.109142
ZNF518A,1.1090529
EXOSC4,1.1090367
ATF6B,1.109006
GNB1,1.1089838
FLRT2,1.1089681
ACTA2,1.1089625
DAB2,1.1088849
STXBP4,1.1088744
TSPAN4,1.108842
NIPSNAP1,1.1088102
MKRN1,1.1087612
OIT3,1.1086514
PPFIA4,1.1086242
PPP1CB,1.1085954
DIO3,1.1085789
BAI3,1.108555
AMDHD1,1.108551
MTA2,1.1085243
LOC100287430,1.1085131
PLEKHF1,1.1085105
HERPUD1,1.1085039
RAB3D,1.1084532
RUSC2,1.1084476
FASTKD2,1.1084446
NAA11,1.1084323
INPP5B,1.1084265
SLCO4A1,1.1084077
FAM149A,1.1083741
NAV2,1.108361
POLH,1.1083491
ZNF606,1.1083419
SLCO5A1,1.1083381
ARPC4,1.1083093
RPL17P13,1.1082633
TUBG1,1.108256
GDF15,1.1082321
DLC1,1.1082034
ZNF432,1.1081685
WHAMM,1.1081643
APOOL,1.1081437
FAM212B,1.1081145
MED20,1.1080432
DHODH,1.1080387
FUZ,1.1080357
CBR3,1.1080202
SH3PXD2A,1.1080091
ZNF625,1.1080018
ZNF776,1.1079971
LETMD1,1.1079673
HLA-C,1.1079246
UBE2F,1.1079166
SERPINF1,1.1078668
ATM,1.1078266
CTSF,1.1077887
MAPRE3,1.107779
SERAC1,1.1077439
VAMP2,1.1076995
DCAF12,1.1076622
LRRC8A,1.1076454
RARB,1.1076337
LAPTM4A,1.107552
ATAD3B,1.1074617
MADD,1.1074265
SIGMAR1,1.1074246
NEAT1,1.1074177
RAD51,1.1073943
AIFM2,1.1073927
SUZ12,1.1073841
TGOLN2,1.1073608
BAP1,1.1073297
PRKCD,1.1072713
NPTXR,1.1072308
PIEZO2,1.1071423
APOL2,1.1071048
KCTD15,1.1070869
C19orf52,1.107051
CD109,1.1069353
DGKA,1.1069324
LONRF2,1.1068999
FAM117B,1.1068853
TMEM65,1.1068492
TAF9B,1.106821
SLC7A2,1.1067941
MIR22HG,1.10677
SKIV2L2,1.1067625
ATXN1L,1.1066998
ABCA3,1.1066779
GPR133,1.1066651
SNORA53,1.1066393
ASB9,1.1066252
HLA-DRB5,1.1065714
STAMBPL1,1.106525
GPR56,1.1065235
FRYL,1.1064358
COMMD8,1.1064128
KRCC1,1.1063323
C15orf52,1.1063164
LENG1,1.1062838
DNER,1.1062678
LPAR3,1.1062171
TMEM249,1.1062165
SIPA1L3,1.1062063
SULT4A1,1.1062047
LEPREL2,1.1061864
C19orf38,1.1061616
LOC285453,1.1061503
LOC401296,1.1061484
KLK6,1.106126
KLHL14,1.106114
CTSK,1.1060982
CTBS,1.1060355
RPH3AL,1.1060174
HLA-DMB,1.1059761
MGAT2,1.1059282
ITGB8,1.1059124
PTPRS,1.1059093
HRASLS5,1.105787
STK38L,1.1057729
ORC1,1.1057535
MFAP3,1.1057312
TET1,1.1057112
ZNF772,1.1056657
C18orf8,1.1056399
DHX16,1.1056371
TRMT2B,1.1056288
CTDSPL2,1.1056219
CINP,1.1056211
LIPH,1.1055428
IER3,1.1055415
MUM1L1,1.1054922
MOSPD2,1.1054872
ARC,1.1054496
LRP5,1.105425
IER3IP1,1.1053294
ADCY9,1.1053177
PPIP5K2,1.1052744
UBA6,1.1052706
MRPL27,1.1052386
UBXN1,1.1051776
NRARP,1.105175
DGKE,1.1051558
STX19,1.1051114
GRHPR,1.105108
PDCL,1.1050873
MYL12A,1.1050725
ASUN,1.1050351
GCLC,1.1050112
EEF2K,1.1049507
UTS2,1.1048987
P2RX5,1.1048607
UBE2Q2P1,1.1048397
DR1,1.1047816
CA14,1.1047655
WIBG,1.1047181
SEMA3F,1.1046826
OSBPL8,1.1045892
ZNF788,1.1045858
KLHL13,1.1045684
NLE1,1.1045645
GLI3,1.1045594
KRT17,1.1045533
CAAP1,1.10454
PPP1R3E,1.104525
AHNAK,1.1044953
GJB1,1.1044943
CAV1,1.1044097
EIF5A2,1.1042911
PGPEP1,1.1042593
LRRC42,1.1042527
CTR9,1.1042483
ERP27,1.1042225
TRHDE,1.1041888
FBLN7,1.1041739
MAGEA1,1.1041514
LINC00261,1.1041204
TPCN1,1.1040798
MIR4435-1HG,1.1040102
SCARA3,1.1039885
RAC2,1.1039774
STC2,1.1039318
ZFYVE26,1.1039227
LOC145474,1.1039225
LINC00478,1.1039016
VARS,1.103876
ZHX3,1.1038188
C16orf45,1.1038076
GNB2,1.1038003
IL13,1.103787
TTC28,1.1037718
FANCE,1.1037387
ACAA2,1.1037143
ZNF83,1.1036754
KPNA6,1.1036004
TYR,1.1035769
DNAH11,1.1035492
C18orf32,1.1035379
LARP6,1.1035125
ARHGAP35,1.1035025
HMGN2P7,1.1034238
SLC22A4,1.1034027
METTL21D,1.1032975
MRPS2,1.1032413
FAM46A,1.1032273
VPREB3,1.103204
ZNF566,1.1031841
NEK9,1.1031606
SFXN4,1.103151
C1QTNF1,1.1030661
CLN8,1.1030468
SAC3D1,1.1030229
GATM,1.1030194
RIMKLB,1.1030046
THEM6,1.1029974
SPRY1,1.102996
PROSC,1.1029506
DEAF1,1.1029353
TMEM164,1.1029223
KLK5,1.1028727
LINC00268-2P,1.1028476
SLC13A5,1.1028222
C20orf112,1.1028066
PKIA,1.1027392
DNAJB12,1.1027383
GGA1,1.102718
GREM2,1.1026994
SBDS,1.1026702
SORBS3,1.1026425
DOCK5,1.1026409
SAT1,1.102638
ZNF155,1.1025819
SEH1L,1.1024184
GTF3C1,1.102409
SHISA5,1.1023864
FAM98A,1.1023631
PLXDC2,1.1023502
ZNF66P,1.1023456
AP1G1,1.1023406
DNAJB4,1.1023223
DPP9,1.1022805
C19orf57,1.1022803
ETFB,1.1022788
HCCS,1.1021577
MRPS5,1.1021382
SOD1,1.1021296
HSPA1B,1.1020974
U2AF1L4,1.1020865
QSOX1,1.1020478
KCNH3,1.1020468
PSD3,1.1020395
NXT1,1.1020035
BCAM,1.1020027
LRPPRC,1.1020013
MARCH6,1.1019827
SLC25A10,1.1018312
LYSMD3,1.1018158
PDCL3P4,1.1017987
FUCA1,1.1017557
ZNF600,1.1017483
NRD1,1.1017461
ETS2,1.1017302
RAB1B,1.1017087
CSE1L,1.1016921
MEDAG,1.1016179
KIF3C,1.1015894
ZNF132,1.1015478
AP1B1,1.1015123
CBX7,1.1014253
SLC37A4,1.1013788
MARCH2,1.1013284
MTF1,1.1012441
LOC100287177,1.1012093
RCAN3,1.1012084
SYP,1.101188
SLC12A9,1.1011871
EID2,1.1011678
CLPP,1.1011542
GALNT18,1.1011364
GLB1,1.1011016
CDC25C,1.1010892
MGA,1.1010616
TMEM8A,1.1010506
IL4I1,1.1009775
PROM1,1.1009461
DLG1,1.1008636
ENHO,1.1008017
SEMA4G,1.1007831
MAN2A2,1.1007192
BAI2,1.1007143
DCLK2,1.1006652
TPST2,1.1006573
ELOF1,1.1006421
PHF3,1.1006219
ZNF503-AS2,1.1006207
LOC100130531,1.1006163
CA12,1.100583
SLC6A17,1.1005741
GRN,1.100562
SLC1A1,1.1005437
HMBS,1.1005096
KIAA0825,1.1004975
ZNF506,1.100492
SLC36A4,1.1004826
KNOP1,1.1004332
RAC1P2,1.1003822
ABCD3,1.1003338
RGS20,1.1003284
TBC1D8B,1.1003243
ADNP2,1.1003026
TBC1D5,1.1002847
LOC644160,1.1002839
SUSD1,1.1002719
TRIB2,1.1002666
SPG11,1.1002525
NSUN4,1.100211
TRIM65,1.1002032
COIL,1.1001925
ZFAND1,1.1001462
MFI2,1.1001287
HPSE,1.1000569
KRT34,1.1000292
PGBD4,1.1000116
BTBD3,1.0999941
ZIC5,1.0999798
